-5.1138e-07, -6.18806e-07, -5.93494e-06, 8.72876e-08, 3.01295e-07, -8.98226e-07, 0.1
-0.350414, 0.163761, 0.243474, -0.134233, -1.29024, 0.364113, 3.1
-0.349878, 0.163458, 0.243122, -0.134039, -1.29012, 0.363569, 3.2
-0.349342, 0.163155, 0.24277, -0.133846, -1.29, 0.363025, 3.3
-0.348806, 0.162853, 0.24242, -0.133653, -1.28988, 0.362481, 3.4
-0.34827, 0.162551, 0.24207, -0.133459, -1.28976, 0.361936, 3.5
-0.347734, 0.16225, 0.24172, -0.133265, -1.28964, 0.361391, 3.6
-0.347197, 0.161949, 0.241372, -0.133071, -1.28952, 0.360846, 3.7
-0.346661, 0.161649, 0.241024, -0.132877, -1.2894, 0.360301, 3.8
-0.346124, 0.161349, 0.240676, -0.132683, -1.28928, 0.359755, 3.9
-0.345587, 0.16105, 0.24033, -0.132489, -1.28917, 0.359209, 4
-0.345049, 0.160751, 0.239984, -0.132294, -1.28905, 0.358662, 4.1
-0.344512, 0.160453, 0.239639, -0.1321, -1.28893, 0.358116, 4.2
-0.343974, 0.160155, 0.239294, -0.131905, -1.28882, 0.357569, 4.3
-0.343436, 0.159858, 0.23895, -0.13171, -1.2887, 0.357022, 4.4
-0.342898, 0.159561, 0.238607, -0.131516, -1.28858, 0.356475, 4.5
-0.342359, 0.159265, 0.238264, -0.13132, -1.28847, 0.355927, 4.6
-0.341821, 0.158969, 0.237922, -0.131125, -1.28835, 0.355379, 4.7
-0.341282, 0.158674, 0.237581, -0.13093, -1.28823, 0.354831, 4.8
-0.340743, 0.158379, 0.23724, -0.130735, -1.28812, 0.354282, 4.9
-0.340203, 0.158085, 0.2369, -0.130539, -1.288, 0.353733, 5
-0.339664, 0.157791, 0.236561, -0.130343, -1.28789, 0.353184, 5.1
-0.339124, 0.157498, 0.236222, -0.130147, -1.28777, 0.352635, 5.2
-0.338585, 0.157205, 0.235884, -0.129951, -1.28766, 0.352085, 5.3
-0.338044, 0.156913, 0.235547, -0.129755, -1.28754, 0.351535, 5.4
-0.337504, 0.156622, 0.23521, -0.129559, -1.28743, 0.350985, 5.5
-0.336964, 0.15633, 0.234874, -0.129363, -1.28732, 0.350435, 5.6
-0.336423, 0.15604, 0.234539, -0.129166, -1.2872, 0.349884, 5.7
-0.335882, 0.155749, 0.234204, -0.12897, -1.28709, 0.349333, 5.8
-0.335341, 0.15546, 0.23387, -0.128773, -1.28697, 0.348781, 5.9
-0.3348, 0.155171, 0.233537, -0.128576, -1.28686, 0.34823, 6
-0.334258, 0.154882, 0.233204, -0.128379, -1.28675, 0.347678, 6.1
-0.333717, 0.154594, 0.232872, -0.128182, -1.28664, 0.347126, 6.2
-0.333175, 0.154306, 0.232541, -0.127985, -1.28652, 0.346573, 6.3
-0.332633, 0.154019, 0.23221, -0.127787, -1.28641, 0.346021, 6.4
-0.33209, 0.153732, 0.23188, -0.12759, -1.2863, 0.345468, 6.5
-0.331548, 0.153446, 0.231551, -0.127392, -1.28619, 0.344915, 6.6
-0.331005, 0.15316, 0.231222, -0.127194, -1.28608, 0.344361, 6.7
-0.330462, 0.152875, 0.230894, -0.126996, -1.28597, 0.343807, 6.8
-0.329919, 0.15259, 0.230567, -0.126798, -1.28586, 0.343253, 6.9
-0.329376, 0.152306, 0.23024, -0.1266, -1.28574, 0.342699, 7
-0.328832, 0.152022, 0.229914, -0.126402, -1.28563, 0.342144, 7.1
-0.328289, 0.151739, 0.229588, -0.126204, -1.28552, 0.34159, 7.2
-0.327745, 0.151457, 0.229264, -0.126005, -1.28541, 0.341035, 7.3
-0.3272, 0.151174, 0.22894, -0.125806, -1.2853, 0.340479, 7.4
-0.326656, 0.150893, 0.228616, -0.125608, -1.28519, 0.339923, 7.5
-0.326112, 0.150612, 0.228293, -0.125409, -1.28509, 0.339368, 7.6
-0.325567, 0.150331, 0.227971, -0.12521, -1.28498, 0.338811, 7.7
-0.325022, 0.150051, 0.22765, -0.12501, -1.28487, 0.338255, 7.8
-0.324477, 0.149771, 0.227329, -0.124811, -1.28476, 0.337698, 7.9
-0.323932, 0.149492, 0.227008, -0.124612, -1.28465, 0.337141, 8
-0.323386, 0.149213, 0.226689, -0.124412, -1.28454, 0.336584, 8.1
-0.32284, 0.148935, 0.22637, -0.124212, -1.28443, 0.336026, 8.2
-0.322294, 0.148657, 0.226052, -0.124013, -1.28433, 0.335469, 8.3
-0.321748, 0.14838, 0.225734, -0.123813, -1.28422, 0.33491, 8.4
-0.321202, 0.148104, 0.225417, -0.123613, -1.28411, 0.334352, 8.5
-0.320655, 0.147827, 0.225101, -0.123412, -1.28401, 0.333794, 8.6
-0.320109, 0.147552, 0.224785, -0.123212, -1.2839, 0.333235, 8.7
-0.319562, 0.147277, 0.22447, -0.123012, -1.28379, 0.332676, 8.8
-0.319015, 0.147002, 0.224156, -0.122811, -1.28369, 0.332116, 8.9
-0.318467, 0.146728, 0.223842, -0.12261, -1.28358, 0.331557, 9
-0.31792, 0.146454, 0.223529, -0.12241, -1.28347, 0.330997, 9.1
-0.317372, 0.146181, 0.223217, -0.122209, -1.28337, 0.330436, 9.2
-0.316824, 0.145908, 0.222905, -0.122008, -1.28326, 0.329876, 9.3
-0.316276, 0.145636, 0.222594, -0.121806, -1.28316, 0.329315, 9.4
-0.315728, 0.145364, 0.222283, -0.121605, -1.28305, 0.328754, 9.5
-0.315179, 0.145093, 0.221973, -0.121404, -1.28295, 0.328193, 9.6
-0.314631, 0.144823, 0.221664, -0.121202, -1.28284, 0.327632, 9.7
-0.314082, 0.144552, 0.221355, -0.121, -1.28274, 0.32707, 9.8
-0.313533, 0.144283, 0.221048, -0.120799, -1.28264, 0.326508, 9.9
-0.312983, 0.144014, 0.22074, -0.120597, -1.28253, 0.325945, 10
-0.312434, 0.143745, 0.220434, -0.120395, -1.28243, 0.325383, 10.1
-0.311884, 0.143477, 0.220128, -0.120192, -1.28232, 0.32482, 10.2
-0.311334, 0.143209, 0.219822, -0.11999, -1.28222, 0.324257, 10.3
-0.310784, 0.142942, 0.219518, -0.119788, -1.28212, 0.323694, 10.4
-0.310234, 0.142675, 0.219213, -0.119585, -1.28202, 0.32313, 10.5
-0.309684, 0.142409, 0.21891, -0.119382, -1.28191, 0.322566, 10.6
-0.309133, 0.142143, 0.218607, -0.11918, -1.28181, 0.322002, 10.7
-0.308582, 0.141878, 0.218305, -0.118977, -1.28171, 0.321438, 10.8
-0.308031, 0.141614, 0.218004, -0.118774, -1.28161, 0.320873, 10.9
-0.30748, 0.141349, 0.217703, -0.118571, -1.28151, 0.320308, 11
-0.306928, 0.141086, 0.217402, -0.118367, -1.2814, 0.319743, 11.1
-0.306377, 0.140823, 0.217103, -0.118164, -1.2813, 0.319178, 11.2
-0.305825, 0.14056, 0.216804, -0.11796, -1.2812, 0.318612, 11.3
-0.305273, 0.140298, 0.216506, -0.117757, -1.2811, 0.318046, 11.4
-0.304721, 0.140036, 0.216208, -0.117553, -1.281, 0.31748, 11.5
-0.304168, 0.139775, 0.215911, -0.117349, -1.2809, 0.316914, 11.6
-0.303616, 0.139514, 0.215614, -0.117145, -1.2808, 0.316347, 11.7
-0.303063, 0.139254, 0.215319, -0.116941, -1.2807, 0.31578, 11.8
-0.30251, 0.138994, 0.215023, -0.116736, -1.2806, 0.315213, 11.9
-0.301957, 0.138735, 0.214729, -0.116532, -1.2805, 0.314646, 12
-0.301404, 0.138477, 0.214435, -0.116328, -1.2804, 0.314078, 12.1
-0.30085, 0.138218, 0.214142, -0.116123, -1.28031, 0.31351, 12.2
-0.300296, 0.137961, 0.213849, -0.115918, -1.28021, 0.312942, 12.3
-0.299743, 0.137704, 0.213557, -0.115713, -1.28011, 0.312373, 12.4
-0.299188, 0.137447, 0.213266, -0.115508, -1.28001, 0.311805, 12.5
-0.298634, 0.137191, 0.212975, -0.115303, -1.27991, 0.311236, 12.6
-0.29808, 0.136935, 0.212685, -0.115098, -1.27981, 0.310667, 12.7
-0.297525, 0.13668, 0.212395, -0.114893, -1.27972, 0.310097, 12.8
-0.29697, 0.136425, 0.212107, -0.114687, -1.27962, 0.309528, 12.9
