-6.39793e-07, -0.000131634, -0.00139827, 3.03878e-07, 7.74032e-05, -0.000213077, 0.1
-0.350414, 0.163761, 0.243474, -0.134233, -1.29024, 0.364113, 3.1
-0.339664, 0.157791, 0.236561, -0.130343, -1.28789, 0.353184, 5.1
-0.328832, 0.152022, 0.229914, -0.126402, -1.28563, 0.342144, 7.1
-0.31792, 0.146454, 0.223529, -0.12241, -1.28347, 0.330997, 9.1
-0.306928, 0.141086, 0.217402, -0.118367, -1.2814, 0.319743, 11.1
-0.29586, 0.135917, 0.211531, -0.114276, -1.27943, 0.308387, 13.1
-0.284716, 0.130949, 0.205911, -0.110136, -1.27753, 0.296932, 15.1
-0.273499, 0.12618, 0.20054, -0.10595, -1.27573, 0.285381, 17.1
-0.262211, 0.121611, 0.195415, -0.101719, -1.27401, 0.273736, 19.1
-0.250855, 0.117242, 0.190533, -0.0974435, -1.27237, 0.262001, 21.1
-0.239432, 0.113072, 0.185892, -0.0931252, -1.27082, 0.25018, 23.1
-0.227944, 0.109103, 0.181489, -0.0887658, -1.26935, 0.238275, 25.1
-0.216396, 0.105333, 0.177323, -0.0843667, -1.26796, 0.226291, 27.1
-0.204788, 0.101765, 0.173391, -0.0799295, -1.26664, 0.214231, 29.1
-0.193124, 0.0983965, 0.169692, -0.075456, -1.26541, 0.202098, 31.1
-0.181406, 0.0952294, 0.166224, -0.0709479, -1.26426, 0.189897, 33.1
-0.169638, 0.0922634, 0.162984, -0.0664071, -1.26318, 0.177631, 35.1
-0.157823, 0.0894989, 0.159973, -0.0618353, -1.26218, 0.165305, 37.1
-0.145963, 0.0869362, 0.157188, -0.0572345, -1.26125, 0.152921, 39.1
-0.134061, 0.0845754, 0.154629, -0.0526067, -1.2604, 0.140485, 41.1
-0.122121, 0.082417, 0.152293, -0.047954, -1.25963, 0.128, 43.1
-0.110146, 0.0804611, 0.150181, -0.0432784, -1.25892, 0.11547, 45.1
-0.0981386, 0.078708, 0.148291, -0.038582, -1.2583, 0.1029, 47.1
-0.0861032, 0.0771579, 0.146622, -0.0338671, -1.25774, 0.0902946, 49.1
-0.0740427, 0.075811, 0.145174, -0.0291358, -1.25726, 0.0776572, 51.1
-0.0619606, 0.0746675, 0.143946, -0.0243904, -1.25686, 0.0649925, 53.1
-0.0498604, 0.0737276, 0.142938, -0.0196331, -1.25652, 0.0523049, 55.1
-0.0377455, 0.0729914, 0.142149, -0.0148662, -1.25626, 0.0395989, 57.1
-0.0256195, 0.072459, 0.141578, -0.0100921, -1.25607, 0.0268789, 59.1
-0.013486, 0.0721304, 0.141226, -0.00531298, -1.25596, 0.0141494, 61.1
-0.00134856, 0.0720058, 0.141093, -0.000531303, -1.25591, 0.00141491, 63.1
0.0107893, 0.0720851, 0.141178, 0.00425063, -1.25594, -0.0113201, 65.1
0.022924, 0.0723683, 0.141481, 0.00903049, -1.25604, -0.0240511, 67.1
0.0350519, 0.0728555, 0.142003, 0.0138059, -1.25621, -0.0367735, 69.1
0.0471696, 0.0735464, 0.142744, 0.0185746, -1.25646, -0.049483, 71.1
0.0592734, 0.0744411, 0.143703, 0.0233342, -1.25678, -0.0621751, 73.1
0.0713598, 0.0755394, 0.144882, 0.0280825, -1.25717, -0.0748453, 75.1
0.0834254, 0.0768411, 0.146281, 0.0328171, -1.25763, -0.0874891, 77.1
0.0954667, 0.078346, 0.147901, 0.0375359, -1.25817, -0.100102, 79.1
0.10748, 0.080054, 0.149742, 0.0422366, -1.25878, -0.11268, 81.1
0.119463, 0.0819649, 0.151805, 0.046917, -1.25946, -0.125219, 83.1
0.131411, 0.0840783, 0.154091, 0.051575, -1.26022, -0.137715, 85.1
0.143321, 0.0863941, 0.1566, 0.0562085, -1.26106, -0.150162, 87.1
0.155191, 0.088912, 0.159335, 0.0608154, -1.26196, -0.162558, 89.1
0.167017, 0.0916317, 0.162296, 0.0653938, -1.26295, -0.174897, 91.1
0.178796, 0.0945529, 0.165484, 0.0699417, -1.26401, -0.187177, 93.1
0.190525, 0.0976754, 0.168901, 0.0744573, -1.26515, -0.199393, 95.1
0.202201, 0.100999, 0.172549, 0.0789386, -1.26636, -0.211541, 97.1
0.213821, 0.104523, 0.176429, 0.083384, -1.26766, -0.223618, 99.1
0.225383, 0.108248, 0.180543, 0.0877917, -1.26903, -0.235619, 101.1
0.236885, 0.112173, 0.184893, 0.0921601, -1.27049, -0.247541, 103.1
0.248322, 0.116298, 0.189481, 0.0964876, -1.27202, -0.259382, 105.1
0.259694, 0.120623, 0.194309, 0.100773, -1.27364, -0.271136, 107.1
0.270997, 0.125148, 0.19938, 0.105014, -1.27534, -0.282801, 109.1
0.28223, 0.129872, 0.204696, 0.10921, -1.27713, -0.294374, 111.1
0.29339, 0.134796, 0.21026, 0.11336, -1.279, -0.305851, 113.1
0.304476, 0.13992, 0.216076, 0.117462, -1.28096, -0.317229, 115.1
0.315484, 0.145244, 0.222145, 0.121516, -1.28301, -0.328505, 117.1
0.326414, 0.150768, 0.228473, 0.125519, -1.28515, -0.339677, 119.1
0.337264, 0.156492, 0.235061, 0.129472, -1.28738, -0.350741, 121.1
0, 0, 0, 0, 0, 0, 123.675
